Log10 PageRank	Title
-5.142	Populated places in Estonia
-5.142	Minnesota Twins
-5.142	John Adams
-5.142	Hokkien
-5.142	Tatarstan
-5.142	Statutory law
-5.142	Victoria, Australia
-5.142	Assumption of Mary
-5.142	Identity (social science)
-5.142	Infant
-5.142	William James
-5.142	Megawatt
-5.142	Hakia
-5.142	Technical standard
-5.142	Circumflex
-5.142	Schengen Area
-5.142	Armenian Apostolic Church
-5.142	Ultrasound
-5.142	Early Cretaceous
-5.142	Beach volleyball
-5.142	Boston Bruins
-5.142	General Dynamics F-16 Fighting Falcon
-5.142	Centre-right
-5.142	Toxicology
-5.142	MPEG-2
-5.142	Ligand
-5.142	National Party of Australia
-5.143	Chola dynasty
-5.143	Valencian Community
-5.143	M
-5.143	Model (person)
-5.143	OS/2
-5.143	Compass
-5.143	Heart failure
-5.143	Division (country subdivision)
-5.143	Islamic
-5.143	Internationalization and localization
-5.143	Haifa
-5.143	Economy of Singapore
-5.143	Airline hub
-5.143	Black Entertainment Television
-5.143	Evolutionary history of life
-5.143	Sonora
-5.143	Bernard of Clairvaux
-5.143	Vein
-5.143	G
-5.143	Risk and Safety Statements
-5.143	ZymoGenetics
-5.143	National sport
-5.143	Stained glass
-5.143	Nicene Creed
-5.143	Netherlands Antilles
-5.143	Federal Highway Administration
-5.144	Investor
-5.144	Birch
-5.144	Interwar period
-5.144	Big Ten Conference
-5.144	West Pomeranian Voivodeship
-5.144	Communications in Libya
-5.144	Index of Korea-related articles
-5.144	Uterus
-5.144	J
-5.144	Carboxylic acid
-5.144	National territory
-5.144	Autocracy
-5.144	College and university rankings
-5.144	Supranational union
-5.144	Retina
-5.144	Universal Postal Union
-5.144	Blazon
-5.144	Elevator
-5.144	Chiang Kai-shek
-5.144	Biographical Directory of Federal Judges
-5.144	Nave
-5.144	Richard Feynman
-5.144	Counties of Ireland
-5.144	St. Martin's Press
-5.144	Filipino American
-5.144	National Diet
-5.144	Instrumental
-5.144	Social Democratic Party of Switzerland
-5.144	Trinidad
-5.144	Olympic sports
-5.144	Socialist Republic of Romania
-5.144	Breton language
-5.145	Banner (country subdivision)
-5.145	Henry David Thoreau
-5.145	Oscar Wilde
-5.145	Military technology
-5.145	Molybdenum
-5.145	Music of Canada
-5.145	Plain text
-5.145	Liberal arts education
-5.145	Thessaly
-5.145	District attorney
-5.145	Predator
-5.145	Variety (linguistics)
-5.145	Roman calendar
-5.145	Outsourcing
-5.145	Gulf Stream
-5.145	Melbourne Cricket Ground
-5.145	Timber
-5.145	City district
-5.145	Shabiyah
-5.145	Early modern period
-5.145	Romanization of Russian
-5.145	Academic Press
-5.145	Pelagic zone
-5.145	Sky Sports
-5.145	Idem
-5.146	Hokkien dialect
-5.146	Evidence
-5.146	Risk management
-5.146	Viridiplantae
-5.146	Dagestan
-5.146	Spherical coordinate system
-5.146	Businessperson
-5.146	PICO process
-5.146	Sydney Morning Herald
-5.146	Springfield, Massachusetts
-5.146	Vineyard
-5.146	Squash (sport)
-5.146	Checksum
-5.146	Electronic warfare
-5.146	Neoptera
-5.146	Anne O'Tate
-5.146	Bourbon Restoration
-5.146	Worcestershire
-5.146	Heterobranchia
-5.146	Contour line
-5.146	Overseas province
-5.146	List of FIFA country codes
-5.146	Alfred North Whitehead
-5.146	Black metal
-5.146	Seine
-5.146	Orthodox Church
-5.146	The New York Times Company
-5.146	Maalaiskunta
-5.146	Incheon
-5.146	Kanagawa Prefecture
-5.146	Computer security
-5.147	Attorney general
-5.147	Plateau
-5.147	Grammatical aspect
-5.147	Municipalities of Spain
-5.147	Kindle Fire
-5.147	Princeton, New Jersey
-5.147	Oligocene
-5.147	Citrus
-5.147	United Press International
-5.147	Digestive system
-5.147	Szlachta
-5.147	Civil liberties
-5.147	Common stock
-5.147	DV
-5.147	Statistical hypothesis testing
-5.147	Civilization
-5.147	Data type
-5.147	Fertilisation
-5.147	Parthian Empire
-5.147	Economy of Lithuania
-5.147	Lamiales
-5.147	Biomedical engineering
-5.148	United States men's national soccer team
-5.148	Massage
-5.148	Universal Product Code
-5.148	Fiqh
-5.148	Chechnya
-5.148	Sapporo
-5.148	Jimmy Wales
-5.148	Windows 2000
-5.148	Yellow
-5.148	Heidelberg University
-5.148	Indianapolis, Indiana
-5.148	Foreign exchange market
-5.148	Cytoplasm
-5.148	Homo sapiens
-5.148	Min Chinese
-5.148	Adobe Acrobat
-5.148	Santa Barbara, California
-5.148	Ovary
-5.148	Mascot
-5.148	Good (economics)
-5.148	Macron
-5.148	Biomechanics
-5.148	Beverly Hills, California
-5.148	Visual perception
-5.148	Extraterrestrial life
-5.148	Johannes Kepler
-5.148	Caterpillar
-5.148	Christology
-5.148	Cuban missile crisis
-5.148	Fatty acid
-5.148	Prophecy
-5.148	Cruise ship
-5.149	Communications in Indonesia
-5.149	List of Byzantine emperors
-5.149	Printmaking
-5.149	Stereotype
-5.149	Bill & Melinda Gates Foundation
-5.149	Communications in the Palestinian territories
-5.149	Aspiration (phonetics)
-5.149	Maria Theresa
-5.149	Check digit
-5.149	Sýsla
-5.149	Long ton
-5.149	ECHL
-5.149	Veracruz
-5.149	William Ewart Gladstone
-5.149	Free software movement
-5.149	Biosphere
-5.149	United States Agency for International Development
-5.149	Google Search
-5.149	Imperial city
-5.149	Loc. cit.
-5.149	Member of Congress
-5.149	European Council
-5.149	Peripheral nervous system
-5.149	Judicial review
-5.149	Lithium
-5.149	Open University
-5.149	Administrative region
-5.150	Batman
-5.150	Nuremberg Trials
-5.150	Edmund Burke
-5.150	Dominion of Newfoundland
-5.150	Lord Byron
-5.150	Centre-left
-5.150	Physical geography
-5.150	Constituency (administrative division)
-5.150	United States Minor Outlying Islands
-5.150	Vice-Chancellor
-5.150	Hungarian Revolution of 1956
-5.150	Week
-5.150	Board game
-5.150	T
-5.150	Common descent
-5.150	Mortality rate
-5.150	Opinion poll
-5.150	Liaoning
-5.150	New Zealand national rugby union team
-5.150	Women's National Basketball Association
-5.150	GS1
-5.150	Mercantilism
-5.150	Endangered Species Act
-5.150	Wallachia
-5.150	Consumer
-5.150	Shortwave radio
-5.150	Ashmore and Cartier Islands
-5.150	Ultratop 50
-5.150	Coin
-5.151	Hainan
-5.151	Residency (country subdivision)
-5.151	Harrisburg, Pennsylvania
-5.151	Medes
-5.151	HTTP
-5.151	Veliky Novgorod
-5.151	Nome (Greece)
-5.151	Commune in Romania
-5.151	Revolutions of 1989
-5.151	Cryogenics
-5.151	Bryophyte
-5.151	Harbor
-5.151	Economy of Italy
-5.151	Allah
-5.151	Clipperton Island
-5.151	Pork
-5.151	Progressivism
-5.151	University of Tennessee
-5.151	Symptom
-5.151	Conflict of interest
-5.151	Altar
-5.151	Squid
-5.151	International Earth Rotation and Reference Systems Service
-5.151	Community (administrative division)
-5.151	Argentina national football team
-5.151	Essen
-5.151	Economy of Turkey
-5.151	James Joyce
-5.152	Shahr
-5.152	Volkswagen
-5.152	Raster graphics
-5.152	Kiel
-5.152	Western Front (World War I)
-5.152	Shahrestān
-5.152	Public finance
-5.152	List of mountain lists
-5.152	Ostān
-5.152	Autonomous sector
-5.152	Sonar
-5.152	Monasticism
-5.152	Cardiff University
-5.152	Z
-5.152	Apulia
-5.152	Syssel
-5.152	Agency (country subdivision)
-5.152	Air
-5.152	Clan
-5.152	Bologna Process
-5.152	Jim Crow laws
-5.152	Inheritance
-5.152	Katepanikion
-5.152	Ulster
-5.152	Nylon
-5.152	K
-5.152	Jet Propulsion Laboratory
-5.152	Software testing
-5.152	IMDB
-5.152	Periphery (country subdivision)
-5.152	Jersey City, New Jersey
-5.152	Kyoto Protocol
-5.152	European American
-5.152	Pythagoras
-5.152	Giuseppe Verdi
-5.152	Quantum field theory
-5.152	Tire
-5.152	John Calvin
-5.152	News presenter
-5.152	U.S. Supreme Court
-5.152	Peace of Westphalia
-5.152	Planned economy
-5.153	Capital territory
-5.153	Logistics
-5.153	Aspirin
-5.153	Jeremy Bentham
-5.153	Technology journalism
-5.153	Order in Council
-5.153	Economy of Greece
-5.153	USL Premier Development League
-5.153	Canton of Bern
-5.153	Savannah, Georgia
-5.153	Sector (country subdivision)
-5.153	Nirvana
-5.153	Collagen
-5.153	Typographic ligature
-5.153	Functional group
-5.153	Tantra
-5.153	Zoo
-5.153	Subdivision (country subdivision)
-5.153	Tenth (country subdivision)
-5.153	Cognitive science
-5.153	Balance sheet
-5.153	Great Western Railway
-5.153	Subregion (country subdivision)
-5.153	Autonomous territorial unit
-5.153	Presidency (country subdivision)
-5.153	Voiced velar stop
-5.153	Windows 7
-5.154	A.C. Milan
-5.154	George II of Great Britain
-5.154	Communications in the Marshall Islands
-5.154	Age (geology)
-5.154	Forensic science
-5.154	Syrian Civil War
-5.154	Universities
-5.154	Gynoecium
-5.154	John Maynard Keynes
-5.154	Rhythm guitar
-5.154	New York City Ballet
-5.154	Amazon rainforest
-5.154	Rock and Roll Hall of Fame
-5.154	East Anglia
-5.154	UEFA Cup
-5.154	Pop punk
-5.154	European Central Bank
-5.154	Sarawak
-5.154	Esperanto
-5.154	Holy Land
-5.154	Non-departmental public body
-5.154	Admiralty law
-5.154	DjVu
-5.154	Aromaticity
-5.154	Amine
-5.154	Kansai region
-5.154	Exonym and endonym
-5.155	Vowel length
-5.155	Samuel Johnson
-5.155	F
-5.155	County town
-5.155	Swimming pool
-5.155	Orthodox Christianity
-5.155	Cannon
-5.155	Electromagnetic spectrum
-5.155	Act of Congress
-5.155	Otto von Bismarck
-5.155	Diarrhea
-5.155	Stem cell
-5.155	Norm (social)
-5.155	Circular motion
-5.155	Royal Institute of British Architects
-5.155	Carmelites
-5.155	DrugBank
-5.155	Multiracial
-5.155	Renminbi
-5.155	Rudyard Kipling
-5.155	Oncology
-5.155	Weight
-5.155	Catcher
-5.155	Euclidean geometry
-5.155	List of districts of Serbia
-5.155	Cornish language
-5.155	Administrative geography of the United Kingdom
-5.155	Refreshable braille display
-5.155	Music of Japan
-5.155	X Window System
-5.155	Dodgeball
-5.155	Human evolution
-5.156	National Trust for Places of Historic Interest or Natural Beauty
-5.156	Advocacy group
-5.156	Catfish
-5.156	Municipalities and cities of Serbia
-5.156	Vegetable oil
-5.156	Politics of Canada
-5.156	Excommunication
-5.156	Child abuse
-5.156	Chữ nôm
-5.156	Hindustani language
-5.156	Field marshal
-5.156	Soldier
-5.156	Parallel computing
-5.156	Eon (geology)
-5.156	English literature
-5.156	Des Moines, Iowa
-5.156	Petal
-5.156	Khmer alphabet
-5.156	Communications in Niue
-5.156	Palo Alto, California
-5.156	Football
-5.156	Jarvis Island
-5.156	Desiderius Erasmus
-5.156	Communications in Gibraltar
-5.156	National Baseball Hall of Fame and Museum
-5.156	France national football team
-5.156	Alternative Songs
-5.157	B
-5.157	IMDb
-5.157	1900 Summer Olympics
-5.157	Junior college
-5.157	Music of Egypt
-5.157	Jellyfish
-5.157	Personal digital assistant
-5.157	Township (Pennsylvania)
-5.157	United Kingdom general election, 2005
-5.157	Proxy server
-5.157	Seafood
-5.157	British Academy
-5.157	Foundation (nonprofit)
-5.157	Economy of Bulgaria
-5.157	Magna Carta
-5.157	United States Secretary of the Interior
-5.157	Rabindranath Tagore
-5.157	Protostome
-5.157	Agreement on Trade-Related Aspects of Intellectual Property Rights
-5.157	İzmir
-5.157	Weaving
-5.157	Canadian Confederation
-5.157	Swiss People's Party
-5.157	Aquifer
-5.157	Sears
-5.157	Geotechnical engineering
-5.157	Remote sensing
-5.157	Chief Justice of the United States
-5.157	Guggenheim Fellowship
-5.157	Sodium chloride
-5.157	NBC News
-5.158	Pyongyang
-5.158	Communications in Somalia
-5.158	Modern Standard Arabic
-5.158	HighBeam Research
-5.158	Daily newspaper
-5.158	Bear
-5.158	Polarization (waves)
-5.158	Romance novel
-5.158	Lexington, Kentucky
-5.158	Greatest hits album
-5.158	Feces
-5.158	Organ transplantation
-5.158	Cinema of the United Kingdom
-5.158	Welsh Government
-5.158	Liberal arts
-5.158	Raphael
-5.158	Shanxi
-5.158	P
-5.158	University of Nebraska–Lincoln
-5.158	Thucydides
-5.158	Google+
-5.158	Real property
-5.158	Chengdu
-5.158	Economic system
-5.158	Handedness
-5.158	Tumulus
-5.158	Confectionery
-5.158	Thread (computing)
-5.158	Ilkhanate
-5.158	First professional degree
-5.159	British Rail
-5.159	Houston Chronicle
-5.159	History of slavery
-5.159	Collier's Encyclopedia
-5.159	Wicket-keeper
-5.159	Nike, Inc.
-5.159	Polar region
-5.159	North Vietnam
-5.159	MPEG-1 Audio Layer II
-5.159	Willow
-5.159	Stereoscopy
-5.159	Newcastle United F.C.
-5.159	Software development
-5.159	New York City Subway
-5.159	Yugoslav Partisans
-5.159	Music of Turkey
-5.159	Imperial Russia
-5.159	Wealth
-5.159	Computer animation
-5.159	Tsardom of Russia
-5.159	Epinephrine
-5.159	X
-5.159	Hippocrates
-5.159	Vodafone
-5.159	Threatened species
-5.159	Computational linguistics
-5.159	Basilica
-5.160	News UK
-5.160	Coloured
-5.160	Cypriniformes
-5.160	Charter
-5.160	Poison
-5.160	Empire of Brazil
-5.160	Software as a service
-5.160	Glaciology
-5.160	MegaCharts
-5.160	Joseph Haydn
-5.160	Outline of Asia
-5.160	Toronto, Ontario
-5.160	Australian Dictionary of Biography
-5.160	Commodore 64
-5.160	Bill (law)
-5.160	Shaivism
-5.160	Viticulture
-5.160	William of Ockham
-5.160	Acetic acid
-5.160	Folic acid
-5.160	Arithmetic
-5.160	Greek Orthodox Church
-5.160	Braille music
-5.160	Gill
-5.160	Google Scholar
-5.160	Ring (mathematics)
-5.160	German Democratic Republic
-5.160	Lung cancer
-5.160	Celtic F.C.
-5.160	Greenpeace
-5.161	BBC World Service
-5.161	Cádiz
-5.161	Pope John XXIII
-5.161	Sage Publications
-5.161	Golden Horde
-5.161	University of Rochester
-5.161	Aleutian Islands
-5.161	Turbocharger
-5.161	Vehicle registration plates of Greece
-5.161	Trier
-5.161	D
-5.161	Federal Trade Commission
-5.161	Anglicisation
-5.161	Sword
-5.161	Nuclear engineering
-5.161	Republics of the Soviet Union
-5.161	OPEC
-5.161	Campania
-5.161	Wicca
-5.161	David R. Henderson
-5.161	Gerrymandering
-5.161	List of subjects in Gray's Anatomy: II. Osteology
-5.161	Accra
-5.161	Rococo
-5.161	Extinction event
-5.161	Public health journal
-5.161	Slovaks
-5.161	Transmission Control Protocol
-5.161	Cold seep
-5.162	Pearl Harbor
-5.162	Delhi Sultanate
-5.162	Cap (sport)
-5.162	Burgundy
-5.162	Qin Dynasty
-5.162	North West England
-5.162	A roads in Zone 1 of the Great Britain numbering scheme
-5.162	Supply and demand
-5.162	Gaelic Athletic Association
-5.162	Astronomical object
-5.162	Alfred A. Knopf
-5.162	Reconquista
-5.162	Ambrose
-5.162	Equity (legal concept)
-5.162	Grapheme
-5.162	1997 Asian financial crisis
-5.162	Australian Defence Force
-5.162	Digital Spy
-5.162	Hebrew Braille
-5.162	Juventus F.C.
-5.162	Rembrandt
-5.162	Naval architecture
-5.162	Profit (accounting)
-5.162	Halloween
-5.162	Segment (linguistics)
-5.162	Military unit
-5.162	Standard & Poor's
-5.162	Wikiquote
-5.162	Mouse (computing)
-5.162	Immortality
-5.162	God Save the Queen
-5.162	Heredity
-5.162	Discipline (academia)
-5.162	LaserDisc
-5.163	Okinawa
-5.163	United Nations Population Fund
-5.163	Friedrich Schiller
-5.163	Value added tax
-5.163	Jury
-5.163	Lens (optics)
-5.163	Monograph
-5.163	Hexadecimal
-5.163	Alumnus
-5.163	Graz
-5.163	Sprint Cup Series
-5.163	Voiceless palato-alveolar sibilant
-5.163	Riksdag
-5.163	Phase (waves)
-5.163	Charlie Chaplin
-5.163	Billboard magazine
-5.163	University of California, Irvine
-5.163	Tiberius
-5.163	Behavioral economics
-5.163	CSX Transportation
-5.163	Green Party of England and Wales
-5.164	Amazon S3
-5.164	Audible.com
-5.164	Punjab (Pakistan)
-5.164	Fresno, California
-5.164	Paris Peace Conference, 1919
-5.164	Systems biology
-5.164	African people
-5.164	Sega Genesis
-5.164	Illuminated manuscript
-5.164	Tibeto-Burman languages
-5.164	BitTorrent
-5.164	Regions of the Philippines
-5.164	Windsor, Ontario
-5.164	IEEE 1394
-5.164	American Idol
-5.164	Old Church Slavonic
-5.164	Licentiate
-5.164	Substance abuse
-5.164	Regression analysis
-5.164	Editorial
-5.164	Khmer language
-5.164	Eminem
-5.164	Dublin Core
-5.164	Calabria
-5.164	Computer storage
-5.164	Asia-Pacific
-5.164	Child labour
-5.164	Extant taxon
-5.164	Merovingian dynasty
-5.164	Tertiary
-5.165	Public house
-5.165	John Rawls
-5.165	Actuarial science
-5.165	List of whitefly species
-5.165	Harper's Magazine
-5.165	Uttarakhand
-5.165	Somali language
-5.165	Moscow State University
-5.165	Voiceless bilabial stop
-5.165	Nilo-Saharan languages
-5.165	Economies of scale
-5.165	X-ray crystallography
-5.165	Linux kernel
-5.165	Midfielder (association football)
-5.165	Hansard
-5.165	University of Houston
-5.165	Roman legion
-5.165	Cape Colony
-5.165	George V of the United Kingdom
-5.165	Continental Army
-5.165	Dative case
-5.165	The New York Times Magazine
-5.165	Continuum mechanics
-5.165	Swedes
-5.165	Nero
-5.166	Philosophical realism
-5.166	TRIPS Agreement
-5.166	Herefordshire
-5.166	Radiohead
-5.166	Celestial mechanics
-5.166	Eastern Orthodoxy
-5.166	Virginia Tech
-5.166	Levee
-5.166	Chicago Bears
-5.166	Machine code
-5.166	Jacob
-5.166	V
-5.166	Cinematographer
-5.166	Atlantic City, New Jersey
-5.166	Poultry
-5.166	Maya calendar
-5.166	Gospel of Luke
-5.166	Neptune
-5.166	Comedy-drama
-5.166	Core eudicots
-5.166	Simple living
-5.167	Blackletter
-5.167	Digraph (orthography)
-5.167	Gamal Abdel Nasser
-5.167	Dalai Lama
-5.167	Satan
-5.167	File format
-5.167	Coptic Orthodox Church of Alexandria
-5.167	Administrative units of Pakistan
-5.167	2004 Indian Ocean earthquake and tsunami
-5.167	Amazon Mechanical Turk
-5.167	Saint George
-5.167	Kindle Fire HD
-5.167	Optical disc
-5.167	2002 Winter Olympics
-5.167	Influenza
-5.167	List of genetics research organizations
-5.167	Yiddish
-5.167	Chihuahua (state)
-5.167	Kantō region
-5.167	CiteSeer
-5.167	Aerodynamics
-5.168	Desert climate
-5.168	German Confederation
-5.168	Avignon
-5.168	Tirana
-5.168	Wikinews
-5.168	Coptic alphabet
-5.168	Caliber
-5.168	Domain of a function
-5.168	Bread
-5.168	Kibibyte
-5.168	Buddhist philosophy
-5.168	Pantheism
-5.168	Flight and expulsion of Germans (1944–50)
-5.168	Law of Canada
-5.168	ARM architecture
-5.168	Ottoman Turks
-5.168	Bribery
-5.168	John, King of England
-5.168	Valais
-5.168	Leslie Stephen
-5.168	Syllabary
-5.168	Applied science
-5.168	North East England
-5.168	Statute of Westminster 1931
-5.168	Royal Canadian Mounted Police
-5.168	Transcription (genetics)
-5.169	Canyon
-5.169	Local government in Scotland
-5.169	Communications in Uganda
-5.169	Herbarium
-5.169	Self-determination
-5.169	Distributed computing
-5.169	Communications in the Isle of Man
-5.169	Product liability
-5.169	Verona
-5.169	Gabriel
-5.169	W
-5.169	British Board of Film Classification
